State,Year,Month,Death Counts
ND,2017,July,83
ND,2017,August,81
ND,2017,September,77
ND,2017,October,75
ND,2017,November,74
ND,2017,December,76
ND,2018,January,81
ND,2018,February,78
ND,2018,March,76
ND,2018,April,77
NE,2015,January,16421
NE,2015,February,16509
NE,2015,March,16621
NE,2015,April,16670
NE,2015,May,16725
NE,2015,June,16799
NE,2015,July,16933
NE,2015,August,17015
NE,2015,September,17022
NE,2015,October,17086
NE,2015,November,17034
NE,2015,December,16957
NE,2016,January,16726
NE,2016,February,16581
NE,2016,March,16408
NE,2016,April,16419
NE,2016,May,16382
NE,2016,June,16288
NE,2016,July,16202
NE,2016,August,16307
NE,2016,September,16251
NE,2016,October,16182
NE,2016,November,16289
NE,2016,December,16400
NE,2017,January,16669
NE,2017,February,16872
NE,2017,March,16953
NE,2017,April,16866
NE,2017,May,16904
NE,2017,June,17048
NE,2017,July,17129
NE,2017,August,17000
NE,2017,September,17032
NE,2017,October,17094
NE,2017,November,17099
NE,2017,December,17084
NE,2018,January,17026
NE,2018,February,16927
NE,2018,March,17026
NE,2018,April,17102
NE,2015,January,121
NE,2015,February,129
NE,2015,March,131
NE,2015,April,125
NE,2015,May,129
NE,2015,June,130
NE,2015,July,132
NE,2015,August,131
NE,2015,September,135
NE,2015,October,135
NE,2015,November,126
NE,2015,December,123
NE,2016,January,122
NE,2016,February,126
NE,2016,March,125
NE,2016,April,127
NE,2016,May,123
NE,2016,June,118
NE,2016,July,118
NE,2016,August,118
NE,2016,September,113
NE,2016,October,108
NE,2016,November,114
NE,2016,December,113
NE,2017,January,114
NE,2017,February,116
NE,2017,March,110
NE,2017,April,108
NE,2017,May,113
NE,2017,June,120
NE,2017,July,121
NE,2017,August,124
NE,2017,September,131
NE,2017,October,144
NE,2017,November,154
NE,2017,December,157
NE,2018,January,152
NE,2018,February,150
NE,2018,March,163
NE,2018,April,166
NH,2015,January,34
NH,2015,February,37
NH,2015,March,40
NH,2015,April,48
NH,2015,May,48
NH,2015,June,49
NH,2015,July,50
NH,2015,August,47
NH,2015,September,51
NH,2015,October,50
NH,2015,November,48
NH,2015,December,44
NH,2016,January,48
NH,2016,February,45
NH,2016,March,44
NH,2016,April,40
NH,2016,May,43
NH,2016,June,41
NH,2016,July,44
NH,2016,August,46
NH,2016,September,45
NH,2016,October,51
NH,2016,November,51
NH,2016,December,53
NH,2017,January,52
NH,2017,February,52
NH,2017,March,52
NH,2017,April,53
NH,2017,May,50
NH,2017,June,51
NH,2017,July,47
NH,2017,August,47
NH,2017,September,48
NH,2017,October,45
NH,2017,November,45
NH,2017,December,44
NH,2018,January,41
NH,2018,February,39
NH,2018,March,36
NH,2018,April,32
NH,2015,January,97
NH,2015,February,99
NH,2015,March,100
NH,2015,April,106
NH,2015,May,100
NH,2015,June,99
NH,2015,July,92
NH,2015,August,86
NH,2015,September,87
NH,2015,October,87
NH,2015,November,86
NH,2015,December,79
NH,2016,January,78
NH,2016,February,73
NH,2016,March,67
NH,2016,April,58
NH,2016,May,55
NH,2016,June,51
NH,2016,July,48
NH,2016,August,48
NH,2016,September,39
NH,2016,October,29
NH,2016,November,26
NH,2016,December,26
NH,2017,January,24
NH,2017,February,24
NH,2017,March,26
NH,2017,April,27
NH,2017,May,27
NH,2017,June,28
NH,2017,July,29
NH,2017,August,28
NH,2017,September,27
NH,2017,October,28
NH,2017,November,27
NH,2017,December,24
NH,2018,January,23
NH,2018,February,20
NH,2018,March,17
NH,2018,April,14
NH,2015,January,39
NH,2015,February,32
NH,2015,March,32
NH,2015,April,30
NH,2015,May,27
NH,2015,June,25
NH,2015,July,23
NH,2015,August,21
NH,2015,September,21
NH,2015,October,21
NH,2015,November,23
NH,2015,December,23
NH,2016,January,21
NH,2016,February,25
NH,2016,March,26
NH,2016,April,27
NH,2016,May,31
NH,2016,June,29
NH,2016,July,29
NH,2016,August,32
NH,2016,September,30
NH,2016,October,29
NH,2016,November,29
NH,2016,December,28
NH,2017,January,22
NH,2017,February,19
NH,2017,March,17
NH,2017,April,18
NH,2017,May,17
NH,2017,June,18
NH,2017,July,18
NH,2017,August,16
NH,2017,September,15
NH,2017,October,15
NH,2017,November,12
NH,2017,December,12
NH,2018,January,12
NH,2018,February,12
NH,2018,March,11
NH,2018,April,9
NH,2015,January,84
NH,2015,February,85
NH,2015,March,77
NH,2015,April,78
NH,2015,May,76
NH,2015,June,76
NH,2015,July,69
NH,2015,August,67
NH,2015,September,69
NH,2015,October,69
NH,2015,November,70
NH,2015,December,63
NH,2016,January,61
NH,2016,February,68
NH,2016,March,70
NH,2016,April,71
NH,2016,May,75
NH,2016,June,70
NH,2016,July,75
NH,2016,August,74
NH,2016,September,74
NH,2016,October,69
NH,2016,November,68
NH,2016,December,68
NH,2017,January,62
NH,2017,February,52
NH,2017,March,50
NH,2017,April,53
NH,2017,May,50
NH,2017,June,55
NH,2017,July,55
NH,2017,August,53
NH,2017,September,52
NH,2017,October,54
NH,2017,November,51
NH,2017,December,51
NH,2018,January,50
NH,2018,February,51
NH,2018,March,52
NH,2018,April,46
NH,2015,January,11342
NH,2015,February,11493
NH,2015,March,11545
NH,2015,April,11681
NH,2015,May,11690
NH,2015,June,11644
NH,2015,July,11755
NH,2015,August,11754
NH,2015,September,11775
NH,2015,October,11802
NH,2015,November,11736
NH,2015,December,11724
NH,2016,January,11617
NH,2016,February,11550
NH,2016,March,11567
NH,2016,April,11555
NH,2016,May,11524
NH,2016,June,11531
NH,2016,July,11562
NH,2016,August,11597
NH,2016,September,11632
NH,2016,October,11714
NH,2016,November,11738
NH,2016,December,11909
NH,2017,January,11959
NH,2017,February,11986
NH,2017,March,12051
NH,2017,April,12070
NH,2017,May,12102
NH,2017,June,12161
NH,2017,July,12182
NH,2017,August,12297
NH,2017,September,12301
NH,2017,October,12280
NH,2017,November,12316
NH,2017,December,12292
NH,2018,January,12357
NH,2018,February,12392
NH,2018,March,12313
NH,2018,April,12351
NH,2015,January,350
NH,2015,February,360
NH,2015,March,367
NH,2015,April,394
NH,2015,May,402
NH,2015,June,416
NH,2015,July,424
NH,2015,August,426
NH,2015,September,449
NH,2015,October,449
NH,2015,November,444
NH,2015,December,415
NH,2016,January,417
NH,2016,February,428
NH,2016,March,435
NH,2016,April,430
NH,2016,May,439
NH,2016,June,428
NH,2016,July,441
NH,2016,August,449
NH,2016,September,446
NH,2016,October,442
NH,2016,November,443
NH,2016,December,458
NH,2017,January,458
NH,2017,February,446
NH,2017,March,439
NH,2017,April,447
NH,2017,May,446
NH,2017,June,457
NH,2017,July,463
NH,2017,August,470
NH,2017,September,470
NH,2017,October,478
NH,2017,November,472
NH,2017,December,478
NH,2018,January,472
NH,2018,February,477
NH,2018,March,475
NH,2018,April,450
NH,2015,January,317
NH,2015,February,325
NH,2015,March,330
NH,2015,April,356
NH,2015,May,365
NH,2015,June,378
NH,2015,July,384
NH,2015,August,389
NH,2015,September,413
NH,2015,October,412
NH,2015,November,407
NH,2015,December,378
NH,2016,January,376
NH,2016,February,388
NH,2016,March,398
NH,2016,April,393
NH,2016,May,400
NH,2016,June,389
NH,2016,July,400
NH,2016,August,403
NH,2016,September,400
NH,2016,October,397
NH,2016,November,399
NH,2016,December,415
NH,2017,January,414
NH,2017,February,404
NH,2017,March,395
NH,2017,April,406
NH,2017,May,406
NH,2017,June,417
NH,2017,July,422
NH,2017,August,430
NH,2017,September,429
NH,2017,October,435
NH,2017,November,429
NH,2017,December,434
NH,2018,January,433
NH,2018,February,433
NH,2018,March,432
NH,2018,April,409
NH,2015,January,99.71428571
NH,2015,February,99.72222222
NH,2015,March,99.72752044
NH,2015,April,99.74619289
NH,2015,May,99.75124378
NH,2015,June,99.75961538
NH,2015,July,99.76415094
NH,2015,August,99.76525822
NH,2015,September,99.77728285
NH,2015,October,99.5545657
NH,2015,November,99.54954955
NH,2015,December,99.27710843
NH,2016,January,99.28057554
NH,2016,February,99.29906542
NH,2016,March,99.31034483
NH,2016,April,98.8372093
NH,2016,May,98.86104784
NH,2016,June,99.06542056
NH,2016,July,99.09297052
NH,2016,August,99.1091314
NH,2016,September,99.10313901
NH,2016,October,99.32126697
NH,2016,November,99.3227991
NH,2016,December,99.56331878
NH,2017,January,99.34497817
NH,2017,February,99.32735426
NH,2017,March,99.3166287
NH,2017,April,99.55257271
NH,2017,May,99.55156951
NH,2017,June,99.12472648
NH,2017,July,99.13606911
NH,2017,August,99.14893617
NH,2017,September,98.93617021
NH,2017,October,98.9539749
NH,2017,November,98.72881356
NH,2017,December,98.74476987
NH,2018,January,98.94067797
NH,2018,February,98.74213836
NH,2018,March,98.73684211
NH,2018,April,98.88888889
NH,2015,January,4
NH,2015,February,5
NH,2015,March,6
NH,2015,April,7
NH,2015,May,8
NH,2015,June,9
NH,2015,July,9
NH,2015,August,8
NH,2015,September,7
NH,2015,October,7
NH,2015,November,6
NH,2015,December,6
NH,2016,January,6
NH,2016,February,6
NH,2016,March,6
NH,2016,April,6
NH,2016,May,5
NH,2016,June,4
NH,2016,July,7
NH,2016,August,8
NH,2016,September,10
NH,2016,October,10
NH,2016,November,10
NH,2016,December,12
NH,2017,January,12
NH,2017,February,11
NH,2017,March,10
NH,2017,April,11
NH,2017,May,11
NH,2017,June,12
NH,2017,July,13
NH,2017,August,14
NH,2017,September,18
NH,2017,October,21
NH,2017,November,22
NH,2017,December,23
NH,2018,January,23
NH,2018,February,25
NH,2018,March,26
NH,2018,April,25
NH,2015,January,171
NH,2015,February,186
NH,2015,March,198
NH,2015,April,219
NH,2015,May,234
NH,2015,June,252
NH,2015,July,267
NH,2015,August,281
NH,2015,September,313
NH,2015,October,308
NH,2015,November,304
NH,2015,December,285
NH,2016,January,285
NH,2016,February,288
NH,2016,March,295
NH,2016,April,299
NH,2016,May,306
NH,2016,June,301
NH,2016,July,315
NH,2016,August,320
NH,2016,September,317
NH,2016,October,326
NH,2016,November,331
NH,2016,December,347
NH,2017,January,354
NH,2017,February,355
NH,2017,March,349
NH,2017,April,358
NH,2017,May,357
NH,2017,June,364
NH,2017,July,367
NH,2017,August,373
NH,2017,September,377
NH,2017,October,382
NH,2017,November,378
NH,2017,December,387
NH,2018,January,388
NH,2018,February,388
NH,2018,March,390
NH,2018,April,370
NJ,2015,January,70998
NJ,2015,February,71521
NJ,2015,March,71756
NJ,2015,April,71525
NJ,2015,May,71394
NJ,2015,June,71384
NJ,2015,July,71495
NJ,2015,August,71571
NJ,2015,September,71636
NJ,2015,October,71671
NJ,2015,November,71524
NJ,2015,December,71109
NJ,2016,January,70318
NJ,2016,February,69990
NJ,2016,March,69997
NJ,2016,April,70126
NJ,2016,May,70157
NJ,2016,June,70249
NJ,2016,July,70297
NJ,2016,August,70539
NJ,2016,September,70684
NJ,2016,October,70935
NJ,2016,November,71423
NJ,2016,December,72082
NJ,2017,January,72707
NJ,2017,February,73064
NJ,2017,March,73272
NJ,2017,April,73487
NJ,2017,May,73744
NJ,2017,June,73836
NJ,2017,July,73912
NJ,2017,August,73969
NJ,2017,September,74165
NJ,2017,October,73827
NJ,2017,November,73722
NJ,2017,December,73945
NJ,2018,January,74233
NJ,2018,February,74279
NJ,2018,March,74203
NJ,2018,April,74116
NJ,2015,January,1210
NJ,2015,February,1221
NJ,2015,March,1226
NJ,2015,April,1240
NJ,2015,May,1277
NJ,2015,June,1305
NJ,2015,July,1336
NJ,2015,August,1373
NJ,2015,September,1411
NJ,2015,October,1413
NJ,2015,November,1414
NJ,2015,December,1423
NJ,2016,January,1433
NJ,2016,February,1483
NJ,2016,March,1538
NJ,2016,April,1628
NJ,2016,May,1637
NJ,2016,June,1651
NJ,2016,July,1695
NJ,2016,August,1682
NJ,2016,September,1692
NJ,2016,October,1777
NJ,2016,November,1868
NJ,2016,December,1971
NJ,2017,January,2082
NJ,2017,February,2111
NJ,2017,March,2189
NJ,2017,April,2217
NJ,2017,May,2305
NJ,2017,June,2397
NJ,2017,July,2416
NJ,2017,August,2502
NJ,2017,September,2600
NJ,2017,October,2565
NJ,2017,November,2581
NJ,2017,December,2621
NJ,2018,January,2598
NJ,2018,February,2604
NJ,2018,March,2590
NJ,2018,April,2576
NM,2015,January,74
NM,2015,February,72
NM,2015,March,69
NM,2015,April,68
NM,2015,May,60
NM,2015,June,57
NM,2015,July,52
NM,2015,August,53
NM,2015,September,47
NM,2015,October,48
NM,2015,November,48
NM,2015,December,50
NM,2016,January,44
NM,2016,February,46
NM,2016,March,52
NM,2016,April,52
NM,2016,May,50
NM,2016,June,51
NM,2016,July,55
NM,2016,August,57
NM,2016,September,57
NM,2016,October,57
NM,2016,November,55
NM,2016,December,56
NM,2017,January,61
NM,2017,February,56
NM,2017,March,56
NM,2017,April,52
NM,2017,May,59
NM,2017,June,60
NM,2017,July,55
NM,2017,August,54
NM,2017,September,52
NM,2017,October,52
NM,2017,November,51
NM,2017,December,52
NM,2018,January,51
NM,2018,February,53
NM,2018,March,51
NM,2018,April,53
NM,2015,January,158
NM,2015,February,163
NM,2015,March,161
NM,2015,April,155
NM,2015,May,153
NM,2015,June,154
NM,2015,July,162
NM,2015,August,164
NM,2015,September,157
NM,2015,October,152
NM,2015,November,153
NM,2015,December,153
NM,2016,January,139
NM,2016,February,145
NM,2016,March,149
NM,2016,April,158
NM,2016,May,158
NM,2016,June,151
NM,2016,July,152
NM,2016,August,154
NM,2016,September,153
NM,2016,October,153
NM,2016,November,160
NM,2016,December,164
NM,2017,January,166
NM,2017,February,158
NM,2017,March,164
NM,2017,April,166
NM,2017,May,164
NM,2017,June,167
NM,2017,July,170
NM,2017,August,163
NM,2017,September,161
NM,2017,October,158
NM,2017,November,148
NM,2017,December,145
NM,2018,January,140
NM,2018,February,139
NM,2018,March,132
NM,2018,April,121
NM,2015,January,42
NM,2015,February,44
NM,2015,March,42
NM,2015,April,43
NM,2015,May,41
NM,2015,June,39
NM,2015,July,37
NM,2015,August,35
NM,2015,September,34
NM,2015,October,37
NM,2015,November,35
NM,2015,December,34
NM,2016,January,37
NM,2016,February,35
NM,2016,March,38
NM,2016,April,38
NM,2016,May,38
NM,2016,June,44
NM,2016,July,44
NM,2016,August,42
NM,2016,September,42
NM,2016,October,39
NM,2016,November,41
NM,2016,December,44
NM,2017,January,42
NM,2017,February,44
NM,2017,March,39
NM,2017,April,38
NM,2017,May,39
NM,2017,June,36
NM,2017,July,36
NM,2017,August,34
NM,2017,September,33
NM,2017,October,32
NM,2017,November,32
NM,2017,December,32
NM,2018,January,30
NM,2018,February,29
NM,2018,March,35
NM,2018,April,35
NM,2015,January,223
NM,2015,February,212
NM,2015,March,212
NM,2015,April,202
NM,2015,May,194
NM,2015,June,189
NM,2015,July,187
NM,2015,August,181
NM,2015,September,180
NM,2015,October,184
NM,2015,November,178
NM,2015,December,168
NM,2016,January,164
NM,2016,February,167
NM,2016,March,170
NM,2016,April,169
NM,2016,May,168
NM,2016,June,159
NM,2016,July,161
NM,2016,August,158
NM,2016,September,159
NM,2016,October,156
NM,2016,November,154
NM,2016,December,158
NM,2017,January,158
NM,2017,February,156
NM,2017,March,161
NM,2017,April,164
NM,2017,May,163
NM,2017,June,164
NM,2017,July,165
NM,2017,August,162
NM,2017,September,155
NM,2017,October,152
NM,2017,November,150
NM,2017,December,147
NM,2018,January,146
NM,2018,February,143
NM,2018,March,132
NM,2018,April,134
NM,2015,January,17051
NM,2015,February,17019
NM,2015,March,17080
NM,2015,April,17123
NM,2015,May,17012
NM,2015,June,17045
NM,2015,July,16991
NM,2015,August,17087
NM,2015,September,17113
NM,2015,October,17073
NM,2015,November,17110
NM,2015,December,17062
NM,2016,January,16987
NM,2016,February,17140
NM,2016,March,17301
NM,2016,April,17421
NM,2016,May,17557
NM,2016,June,17533
NM,2016,July,17593
NM,2016,August,17651
NM,2016,September,17636
NM,2016,October,17701
NM,2016,November,17672
NM,2016,December,17768
NM,2017,January,17806
NM,2017,February,17858
NM,2017,March,17780
NM,2017,April,17791
NM,2017,May,17877
NM,2017,June,17920
NM,2017,July,17913
NM,2017,August,17868
NM,2017,September,17924
NM,2017,October,17969
NM,2017,November,18010
NM,2017,December,18062
NM,2018,January,18146
NM,2018,February,18143
NM,2018,March,18167
NM,2018,April,18142
NM,2015,January,548
NM,2015,February,546
NM,2015,March,544
NM,2015,April,536
NM,2015,May,523
NM,2015,June,519
NM,2015,July,520
NM,2015,August,518
NM,2015,September,513
NM,2015,October,518
NM,2015,November,510
NM,2015,December,496
NM,2016,January,473
NM,2016,February,485
NM,2016,March,498
NM,2016,April,497
NM,2016,May,497
NM,2016,June,491
NM,2016,July,497
NM,2016,August,495
NM,2016,September,491
NM,2016,October,478
NM,2016,November,485
NM,2016,December,494
NM,2017,January,506
NM,2017,February,494
NM,2017,March,495
NM,2017,April,505
NM,2017,May,511
NM,2017,June,507
NM,2017,July,515
NM,2017,August,505
NM,2017,September,501
NM,2017,October,507
NM,2017,November,496
NM,2017,December,494
NM,2018,January,487
NM,2018,February,484
NM,2018,March,480
NM,2018,April,474
NM,2015,January,413
NM,2015,February,405
NM,2015,March,403
NM,2015,April,388
NM,2015,May,380
NM,2015,June,375
NM,2015,July,380
NM,2015,August,378
NM,2015,September,369
NM,2015,October,376
NM,2015,November,366
NM,2015,December,353
NM,2016,January,338
NM,2016,February,347
NM,2016,March,358
NM,2016,April,363
NM,2016,May,363
NM,2016,June,354
NM,2016,July,354
NM,2016,August,349
NM,2016,September,350
NM,2016,October,339
NM,2016,November,347
NM,2016,December,356
NM,2017,January,361
NM,2017,February,353
NM,2017,March,354
NM,2017,April,358
NM,2017,May,355
NM,2017,June,351
